
2,5,2,2,2,5,0,1,5,6,2,6,5,0,2,6,6,3,4,3
2,5,2,2,2,6,5,1,1,0,6,5,5,6,5,2,2,5,2,4
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,0,6,5,0,2,6,6,3,4,3
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,0,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,0,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,5,0,1,5,6,0,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,2,6,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,5,6,1,6,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,5,6,2,1,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,5,6,2,1,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,5,6,2,1,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,1,6,1,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,5,6,2,1,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,5,6,2,1,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,1,1,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,1,6,1,1,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,1,6,1,1,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,1,6,1,1,5,0,2,6,6,3,4,3
1,3,1,6,6,5,0,1,1,6,1,1,5,0,2,6,6,3,4,1
1,3,6,6,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,6,6,6,6,5,1,5,6,2,6,5,0,2,6,6,3,1,1
1,3,1,4,6,5,0,1,1,6,1,3,5,0,2,6,6,3,4,4
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,1,3,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,6,5,1,1,6,1,3,5,0,2,6,6,3,4,4
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,4
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,3
1,3,1,4,6,5,0,1,5,6,2,6,5,0,2,6,6,3,4,4
1,3,1,4,6,5,0,1,1,6,1,3,5,0,2,6,6,3,4,1
1,3,1,4,6,5,5,1,5,6,2,6,5,0,2,6,6,3,4,4
1,3,1,4,6,5,5,1,5,6,2,6,5,0,2,6,6,3,4,1
1,3,1,4,6,5,5,1,5,6,2,3,5,0,2,6,6,3,4,4
1,3,1,4,6,5,5,1,5,6,2,3,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,2,6,5,0,2,6,6,3,4,4
1,3,1,4,6,5,5,1,5,6,2,3,5,0,2,6,6,3,4,4
1,3,1,4,6,5,0,1,5,6,2,3,5,0,2,6,6,3,4,4
1,3,1,4,6,5,3,1,5,6,2,6,5,0,2,6,6,3,4,4
1,3,1,4,6,5,3,1,5,6,2,6,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,2,3,5,0,2,6,6,3,4,4
1,3,1,4,6,5,3,1,5,6,2,1,5,0,2,6,6,3,4,4
1,3,1,4,6,5,3,1,5,6,2,3,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,2,1,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,2,1,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,0,3,5,0,2,4,6,3,4,4
1,3,1,4,6,5,3,1,5,6,2,1,5,0,2,6,6,3,4,4
1,3,1,4,6,6,5,1,5,6,0,3,5,0,2,4,6,3,4,4
1,5,1,4,6,5,3,1,5,6,2,1,5,0,2,6,6,3,4,4
1,5,1,4,6,5,3,1,5,6,2,1,5,0,2,4,6,3,4,4
1,5,1,4,6,5,3,1,5,6,2,3,5,0,2,6,6,3,4,4
1,5,1,4,6,5,3,1,5,6,2,3,5,6,2,4,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,4,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,0,2,6,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,0,2,4,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,6,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,0,2,4,6,6,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,6,2,6,6,3,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,0,2,4,6,6,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,0,2,4,6,6,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,0,2,4,6,6,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,0,2,4,6,6,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,0,2,4,6,3,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,3,0,6,5,4,5,6,0,1,5,0,2,4,6,3,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,6,2,4,6,3,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,6,2,6,6,4,4,4
5,3,1,3,0,6,5,1,5,6,0,1,5,6,2,4,6,3,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,0,2,6,6,4,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,6,2,4,6,3,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,0,2,6,6,4,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,4,6,3,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,6,2,6,6,6,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,6,2,6,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,4,6,6,4,4
5,3,1,4,0,6,5,4,5,6,0,1,5,6,2,6,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,3,6,2,4,6,6,4,4
5,3,1,4,0,6,5,1,5,6,0,1,5,6,2,6,6,3,4,4
5,3,1,4,0,6,5,4,5,6,0,1,3,6,2,4,6,6,4,4
5,3,1,4,0,6,5,4,5,6,3,1,5,6,2,6,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,0,6,2,4,6,6,4,4
5,3,1,4,0,6,5,4,5,6,3,1,5,6,2,6,6,3,4,4
5,3,1,4,0,6,5,1,5,6,0,1,0,6,2,4,6,6,4,4
5,3,1,4,0,6,5,1,5,6,0,1,0,6,2,4,6,3,4,4
5,3,1,4,0,6,5,4,5,6,3,1,5,6,2,6,6,0,4,4
5,3,1,4,0,6,5,4,5,6,3,1,5,6,2,4,6,3,4,4
